"X","date","swe","snow_depth","precip","airtemp","airtemp_max","airtemp_avg","soilm_p2","soilm_p4","soilm_p8","soilm_p20","soilm_p40","site_code","state","year","doy","month","density_calc","d_soilm_p2","peak_swe","sm_pulse_flag"
1,2015-01-01,22.606,96.52,0,-14.7222222222222,-6.11111111111111,-12.5,10.3,NA,24.3,12,NA,335,"CO",2015,1,1,234.21052631579,0,144,0
2,2015-01-02,22.606,93.98,0,-16.7777777777778,-3.72222222222222,-12.7222222222222,10.4,NA,24.3,11.5,NA,335,"CO",2015,2,1,240.540540540541,0.0999999999999996,144,0
3,2015-01-03,22.606,93.98,0,-13.5,-9.11111111111111,-13.2777777777778,10.3,NA,24.1,10.6,NA,335,"CO",2015,3,1,240.540540540541,-0.0999999999999996,144,0
4,2015-01-04,23.368,106.68,0.508,-17.1111111111111,-7.61111111111111,-11.7222222222222,9.5,NA,24.3,11.4,NA,335,"CO",2015,4,1,219.047619047619,-0.800000000000001,144,0
5,2015-01-05,23.622,101.6,1.016,-12.2222222222222,1.61111111111111,-3.38888888888889,10.1,NA,24,10.6,NA,335,"CO",2015,5,1,232.5,0.6,144,0
6,2015-01-06,23.876,96.52,0.254,-3.72222222222222,3.22222222222222,-2.88888888888889,9.6,NA,24.4,11.4,NA,335,"CO",2015,6,1,247.368421052632,-0.5,144,0
7,2015-01-07,24.13,93.98,0,-4.38888888888889,4.88888888888889,-2.72222222222222,9.7,NA,24.2,11.4,NA,335,"CO",2015,7,1,256.756756756757,0.0999999999999996,144,0
8,2015-01-08,24.13,93.98,0,-0.722222222222223,4.38888888888889,-2.38888888888889,9.1,NA,24.4,11.5,NA,335,"CO",2015,8,1,256.756756756757,-0.6,144,0
9,2015-01-09,24.13,93.98,0,-8.11111111111111,1.11111111111111,-6.11111111111111,9.6,NA,24.4,11.4,NA,335,"CO",2015,9,1,256.756756756757,0.5,144,0
10,2015-01-10,24.13,91.44,0,-9,-0.222222222222221,-6.72222222222222,9.9,NA,24.2,11.1,NA,335,"CO",2015,10,1,263.888888888889,0.300000000000001,144,0
11,2015-01-11,24.13,91.44,0.508,-7.61111111111111,-1.22222222222222,-6.72222222222222,9.5,NA,23.9,10.8,NA,335,"CO",2015,11,1,263.888888888889,-0.4,144,0
12,2015-01-12,24.638,96.52,0,-9.5,-0.88888888888889,-7.77777777777778,9.5,NA,23.9,11.2,NA,335,"CO",2015,12,1,255.263157894737,0,144,0
13,2015-01-13,24.638,93.98,0,-8.72222222222222,-5.27777777777778,-8.5,10,NA,23.7,11,NA,335,"CO",2015,13,1,262.162162162162,0.5,144,0
14,2015-01-14,24.638,91.44,0,-12.3888888888889,0.111111111111113,-9.88888888888889,9.8,NA,24.3,11.9,NA,335,"CO",2015,14,1,269.444444444444,-0.199999999999999,144,0
15,2015-01-15,24.638,91.44,0.254,-12.5,3.77777777777778,-7.61111111111111,9.9,NA,23.8,10.5,NA,335,"CO",2015,15,1,269.444444444444,0.0999999999999996,144,0
16,2015-01-16,24.638,91.44,0,-9.27777777777778,3.22222222222222,-4.11111111111111,10.1,NA,24,11.1,NA,335,"CO",2015,16,1,269.444444444444,0.199999999999999,144,0
17,2015-01-17,24.638,91.44,0.762,-7.77777777777778,-2.38888888888889,-8.22222222222222,9.8,NA,24.2,11.3,NA,335,"CO",2015,17,1,269.444444444444,-0.299999999999999,144,0
18,2015-01-18,25.4,101.6,0,-5.61111111111111,2.88888888888889,-3.77777777777778,10.5,NA,24.1,11.5,NA,335,"CO",2015,18,1,250,0.699999999999999,144,0
19,2015-01-19,25.4,96.52,0.762,-6.38888888888889,2.72222222222222,-4.72222222222222,9.8,NA,24.2,10.4,NA,335,"CO",2015,19,1,263.157894736842,-0.699999999999999,144,0
20,2015-01-20,25.908,104.14,0.508,-9.27777777777778,-3,-11.2777777777778,9.8,NA,23.8,11.3,NA,335,"CO",2015,20,1,248.780487804878,0,144,0
