"X","date","swe","snow_depth","precip","airtemp","airtemp_max","airtemp_avg","soilm_p2","soilm_p4","soilm_p8","soilm_p20","soilm_p40","site_code","state","year","doy","month","density_calc","d_soilm_p2","peak_swe","sm_pulse_flag"
33,2015-02-02,16.51,71.12,0.254,-7.27777777777778,3.5,-3,8.7,NA,10.5,18.4,NA,802,"CO",2015,33,2,232.142857142857,-0.100000000000001,67,0
34,2015-02-03,16.51,68.58,0.254,-1.27777777777778,4.61111111111111,-0.111111111111111,8.7,NA,10.7,18.4,NA,802,"CO",2015,34,2,240.740740740741,0,67,0
35,2015-02-04,17.018,68.58,0.762,-1.61111111111111,0.611111111111112,-1,8.8,NA,10.7,18.3,NA,802,"CO",2015,35,2,248.148148148148,0.100000000000001,67,0
36,2015-02-05,18.034,83.82,0,0.277777777777778,9.61111111111111,2.77777777777778,8.9,NA,10.7,18.2,NA,802,"CO",2015,36,2,215.151515151515,0.0999999999999996,67,0
37,2015-02-06,18.034,81.28,0,4.22222222222222,11.6111111111111,4.61111111111111,8.7,NA,10.5,18.2,NA,802,"CO",2015,37,2,221.875,-0.200000000000001,67,0
38,2015-02-07,18.034,76.2,0,4.77777777777778,10.6111111111111,2.5,8.9,NA,10.5,18.1,NA,802,"CO",2015,38,2,236.666666666667,0.200000000000001,67,0
39,2015-02-08,18.034,73.66,0,-4.72222222222222,8.38888888888889,0.722222222222221,9,NA,10.6,18.2,NA,802,"CO",2015,39,2,244.827586206897,0.0999999999999996,67,0
40,2015-02-09,18.034,71.12,0.254,-5,11.2222222222222,1.11111111111111,9.4,NA,10.8,18,NA,802,"CO",2015,40,2,253.571428571429,0.4,67,0
41,2015-02-10,18.034,71.12,0.508,-0.222222222222221,3.38888888888889,-2.22222222222222,9.3,NA,10.7,18,NA,802,"CO",2015,41,2,253.571428571429,-0.0999999999999996,67,0
42,2015-02-11,18.288,78.74,0,-4.88888888888889,4,-4,9.2,NA,10.7,18.1,NA,802,"CO",2015,42,2,232.258064516129,-0.100000000000001,67,0
43,2015-02-12,18.542,78.74,0,-12,5.61111111111111,-4.22222222222222,9.4,NA,10.8,17.9,NA,802,"CO",2015,43,2,235.483870967742,0.200000000000001,67,0
44,2015-02-13,18.542,76.2,0,-5.61111111111111,7.61111111111111,-1.77777777777778,9.2,NA,10.8,18.1,NA,802,"CO",2015,44,2,243.333333333333,-0.200000000000001,67,0
45,2015-02-14,18.542,73.66,0,-6.72222222222222,10.3888888888889,-0.777777777777777,9.5,NA,10.7,18,NA,802,"CO",2015,45,2,251.724137931034,0.300000000000001,67,0
46,2015-02-15,18.542,73.66,0,-0.611111111111112,4.22222222222222,-2,9.1,NA,10.7,18,NA,802,"CO",2015,46,2,251.724137931034,-0.4,67,0
47,2015-02-16,18.542,73.66,0.254,-8,-5.77777777777778,-10,9.3,NA,10.7,17.9,NA,802,"CO",2015,47,2,251.724137931034,0.200000000000001,67,0
48,2015-02-17,18.796,76.2,0,-16.1111111111111,-4,-9.11111111111111,9.2,NA,10.7,18,NA,802,"CO",2015,48,2,246.666666666667,-0.100000000000001,67,0
49,2015-02-18,18.796,76.2,0,-5.77777777777778,3.22222222222222,-4.5,9.4,NA,10.5,18,NA,802,"CO",2015,49,2,246.666666666667,0.200000000000001,67,0
50,2015-02-19,18.796,76.2,0.254,-11,8.22222222222222,-1.38888888888889,9.1,NA,10.7,17.9,NA,802,"CO",2015,50,2,246.666666666667,-0.300000000000001,67,0
51,2015-02-20,19.05,73.66,0.508,-1.77777777777778,3.38888888888889,-4.38888888888889,9.2,NA,11,17.9,NA,802,"CO",2015,51,2,258.620689655172,0.0999999999999996,67,0
52,2015-02-21,19.558,83.82,0.508,-9.61111111111111,-3.88888888888889,-8.61111111111111,9.5,NA,10.5,18,NA,802,"CO",2015,52,2,233.333333333333,0.300000000000001,67,0
53,2015-02-22,19.812,86.36,0.254,-10.6111111111111,-4.61111111111111,-10.7777777777778,9,NA,10.7,18,NA,802,"CO",2015,53,2,229.411764705882,-0.5,67,0
54,2015-02-23,20.066,86.36,0,-13,-2.88888888888889,-9.88888888888889,9,NA,10.7,17.9,NA,802,"CO",2015,54,2,232.352941176471,0,67,0
55,2015-02-24,20.066,86.36,0,-14.8888888888889,-1.5,-9.77777777777778,9,NA,10.6,17.9,NA,802,"CO",2015,55,2,232.352941176471,0,67,0
56,2015-02-25,20.32,83.82,0.508,-8.88888888888889,-2.72222222222222,-6.88888888888889,8.8,NA,10.5,17.8,NA,802,"CO",2015,56,2,242.424242424242,-0.199999999999999,67,0
57,2015-02-26,20.828,93.98,0.508,-13.3888888888889,-6.22222222222222,-11.5,9,NA,10.7,17.9,NA,802,"CO",2015,57,2,221.621621621622,0.199999999999999,67,0
58,2015-02-27,21.336,93.98,0.508,-11.6111111111111,-5.77777777777778,-10.3888888888889,9,NA,10.5,17.9,NA,802,"CO",2015,58,2,227.027027027027,0,67,0
59,2015-02-28,21.844,96.52,0.762,-14.6111111111111,-0.222222222222221,-9.22222222222222,8.8,NA,10.6,17.8,NA,802,"CO",2015,59,2,226.315789473684,-0.199999999999999,67,0
60,2015-03-01,22.606,101.6,0,-6.5,0.222222222222221,-4,9,NA,10.6,17.8,NA,802,"CO",2015,60,3,222.5,0.199999999999999,67,0
61,2015-03-02,22.606,99.06,0.508,-4.22222222222222,6.77777777777778,0.222222222222221,9.1,NA,10.6,17.8,NA,802,"CO",2015,61,3,228.205128205128,0.0999999999999996,67,0
62,2015-03-03,23.114,96.52,0.762,-5.38888888888889,-1,-6.27777777777778,8.8,NA,10.5,17.8,NA,802,"CO",2015,62,3,239.473684210526,-0.299999999999999,67,0
63,2015-03-04,24.13,109.22,0,-12.1111111111111,-7.61111111111111,-14.7222222222222,9,NA,10.6,17.6,NA,802,"CO",2015,63,3,220.93023255814,0.199999999999999,67,0
64,2015-03-05,24.13,109.22,0,-22.1111111111111,-2.11111111111111,-12.5,9,NA,10.4,17.6,NA,802,"CO",2015,64,3,220.93023255814,0,67,0
65,2015-03-06,24.384,104.14,0.254,-15.7222222222222,3.61111111111111,-6.72222222222222,8.8,NA,10.5,17.6,NA,802,"CO",2015,65,3,234.146341463415,-0.199999999999999,67,0
66,2015-03-07,24.384,101.6,0,-10.7222222222222,5.11111111111111,-4.72222222222222,8.9,NA,10.7,17.7,NA,802,"CO",2015,66,3,240,0.0999999999999996,67,0
67,2015-03-08,24.638,99.06,0,-7.88888888888889,6.22222222222222,-3.11111111111111,9.1,NA,10.4,17.6,NA,802,"CO",2015,67,3,248.717948717949,0.199999999999999,67,0
68,2015-03-09,24.638,96.52,0,-9.11111111111111,4.88888888888889,-4.11111111111111,9,NA,10.4,17.7,NA,802,"CO",2015,68,3,255.263157894737,-0.0999999999999996,67,0
69,2015-03-10,24.638,96.52,0,-10.2777777777778,7.11111111111111,-3,9,NA,10.4,17.5,NA,802,"CO",2015,69,3,255.263157894737,0,67,0
70,2015-03-11,24.638,93.98,0.254,-9.27777777777778,10.1111111111111,-0.777777777777777,9,NA,10.4,17.4,NA,802,"CO",2015,70,3,262.162162162162,0,67,0
71,2015-03-12,24.638,93.98,0,-3.61111111111111,7.38888888888889,0.277777777777778,8.9,NA,10.6,17.5,NA,802,"CO",2015,71,3,262.162162162162,-0.0999999999999996,67,0
72,2015-03-13,24.638,91.44,0,-2.11111111111111,7.22222222222222,0.277777777777778,9.2,NA,10.5,17.5,NA,802,"CO",2015,72,3,269.444444444444,0.299999999999999,67,0
73,2015-03-14,24.638,91.44,0,-5.88888888888889,10.1111111111111,-0.777777777777777,9.2,NA,10.4,17.6,NA,802,"CO",2015,73,3,269.444444444444,0,67,0
74,2015-03-15,24.13,91.44,0.254,-3.77777777777778,13.2222222222222,3.38888888888889,9.3,NA,10.9,17.7,NA,802,"CO",2015,74,3,263.888888888889,0.100000000000001,67,0
75,2015-03-16,23.622,86.36,0,-1.22222222222222,14.2222222222222,5.61111111111111,10.2,NA,10.6,22.4,NA,802,"CO",2015,75,3,273.529411764706,0.899999999999999,67,0
76,2015-03-17,23.368,81.28,0,3.61111111111111,14.7222222222222,6.22222222222222,4.8,NA,11.9,24.8,NA,802,"CO",2015,76,3,287.5,-5.4,67,0
77,2015-03-18,22.352,78.74,0,1.61111111111111,9,3.27777777777778,4.7,NA,13.4,25.5,NA,802,"CO",2015,77,3,283.870967741936,-0.0999999999999996,67,0
78,2015-03-19,21.844,76.2,0,-0.88888888888889,5,-0.277777777777778,7,NA,14.4,25.2,NA,802,"CO",2015,78,3,286.666666666667,2.3,67,1
79,2015-03-20,21.844,76.2,0,-8.27777777777778,9.72222222222222,-0.777777777777777,8.7,NA,14.3,24.9,NA,802,"CO",2015,79,3,286.666666666667,1.7,67,0
80,2015-03-21,21.844,76.2,0,-5.88888888888889,10.8888888888889,0.777777777777777,0,NA,14.1,24.7,NA,802,"CO",2015,80,3,286.666666666667,-8.7,67,0
81,2015-03-22,21.844,71.12,0,-3.72222222222222,11.6111111111111,2.38888888888889,0,NA,14.2,24.9,NA,802,"CO",2015,81,3,307.142857142857,0,67,0
82,2015-03-23,21.844,71.12,0.508,-1.27777777777778,9.77777777777778,2.11111111111111,0,NA,14.4,25.3,NA,802,"CO",2015,82,3,307.142857142857,0,67,0
83,2015-03-24,22.098,73.66,0.762,-2.77777777777778,6.11111111111111,-0.777777777777777,0,NA,14.8,26.1,NA,802,"CO",2015,83,3,300,0,67,0
84,2015-03-25,22.352,73.66,0.508,-2.27777777777778,1.72222222222222,-5.27777777777778,0,NA,14.8,25.7,NA,802,"CO",2015,84,3,303.448275862069,0,67,0
85,2015-03-26,23.114,78.74,0.254,-12.1111111111111,5.5,-2.11111111111111,0,NA,14.4,25.4,NA,802,"CO",2015,85,3,293.548387096774,0,67,0
86,2015-03-27,23.114,73.66,0,1.61111111111111,11.3888888888889,2.27777777777778,0,NA,14.3,25.5,NA,802,"CO",2015,86,3,313.793103448276,0,67,0
87,2015-03-28,23.114,68.58,0,-3.22222222222222,14.2777777777778,5.72222222222222,0,NA,14.9,26.8,NA,802,"CO",2015,87,3,337.037037037037,0,67,0
88,2015-03-29,21.844,66.04,0,2,13,3.38888888888889,0,NA,16.4,28.3,NA,802,"CO",2015,88,3,330.769230769231,0,67,0
89,2015-03-30,21.336,60.96,0,-1.22222222222222,13.3888888888889,3.38888888888889,0,NA,16.6,28.4,NA,802,"CO",2015,89,3,350,0,67,0
90,2015-03-31,20.32,58.42,0,-3.77777777777778,15.2777777777778,4.77777777777778,0,NA,16.8,28.5,NA,802,"CO",2015,90,3,347.826086956522,0,67,0
91,2015-04-01,18.542,53.34,0,1.27777777777778,10.5,4.38888888888889,0,NA,17.1,28.4,NA,802,"CO",2015,91,4,347.619047619048,0,67,0
92,2015-04-02,18.034,53.34,0.762,-1.61111111111111,7.38888888888889,-1.38888888888889,0,NA,16.3,28.2,NA,802,"CO",2015,92,4,338.095238095238,0,67,0
93,2015-04-03,20.066,63.5,0,-7.61111111111111,2.27777777777778,-5.61111111111111,0,NA,15.5,27.6,NA,802,"CO",2015,93,4,316,0,67,0
94,2015-04-04,20.066,55.88,0,-12.2777777777778,10,-0.88888888888889,0,NA,15.1,27.4,NA,802,"CO",2015,94,4,359.090909090909,0,67,0
95,2015-04-05,19.05,53.34,0,-3.88888888888889,12.2777777777778,3.77777777777778,0,NA,15.5,27.5,NA,802,"CO",2015,95,4,357.142857142857,0,67,0
96,2015-04-06,17.272,48.26,0,5.72222222222222,13.1111111111111,6.22222222222222,0,NA,17,28.1,NA,802,"CO",2015,96,4,357.894736842105,0,67,0
97,2015-04-07,16.256,43.18,0,-0.611111111111112,11.7222222222222,3.77777777777778,0,NA,17.4,28.3,NA,802,"CO",2015,97,4,376.470588235294,0,67,0
98,2015-04-08,15.748,40.64,0,-2.72222222222222,11.8888888888889,1.11111111111111,0,NA,17.6,28.2,NA,802,"CO",2015,98,4,387.5,0,67,0
99,2015-04-09,13.716,40.64,0,-5.22222222222222,6.77777777777778,-1.5,0,NA,16.9,28,NA,802,"CO",2015,99,4,337.5,0,67,0
100,2015-04-10,13.716,40.64,0,-6.61111111111111,9.38888888888889,0.222222222222221,0.4,NA,16,27.7,NA,802,"CO",2015,100,4,337.5,0.4,67,0
101,2015-04-11,13.716,38.1,0,-5.27777777777778,12.7777777777778,2.27777777777778,0,NA,17,27.8,NA,802,"CO",2015,101,4,360,-0.4,67,0
102,2015-04-12,11.938,33.02,0,-3.11111111111111,9.61111111111111,1.27777777777778,0,NA,17.6,28.2,NA,802,"CO",2015,102,4,361.538461538462,0,67,0
103,2015-04-13,10.922,30.48,0,-5.72222222222222,13.1111111111111,2.88888888888889,0,NA,17.3,28,NA,802,"CO",2015,103,4,358.333333333333,0,67,0
104,2015-04-14,8.382,27.94,0,-1.61111111111111,15.6111111111111,5.5,0,NA,17.9,28.3,NA,802,"CO",2015,104,4,300,0,67,0
105,2015-04-15,5.588,20.32,0,0.777777777777777,7.61111111111111,0.222222222222221,1.2,NA,17.8,28.3,NA,802,"CO",2015,105,4,275,1.2,67,0
106,2015-04-16,3.81,17.78,0.254,-7,5.38888888888889,-1.38888888888889,1.3,NA,17.3,28.3,NA,802,"CO",2015,106,4,214.285714285714,0.1,67,0
107,2015-04-17,3.556,15.24,0.762,-2.88888888888889,5.11111111111111,-2.88888888888889,3.5,NA,16.1,27.7,NA,802,"CO",2015,107,4,233.333333333333,2.2,67,0
108,2015-04-18,4.826,25.4,0.508,-7.77777777777778,2.88888888888889,-2.5,5.2,NA,15.5,27.4,NA,802,"CO",2015,108,4,190,1.7,67,0
109,2015-04-19,5.08,22.86,0,-2.72222222222222,3,-1.77777777777778,5.6,NA,15.2,27.1,NA,802,"CO",2015,109,4,222.222222222222,0.399999999999999,67,0
110,2015-04-20,5.08,22.86,0.762,-6.27777777777778,6.61111111111111,-1.77777777777778,6.4,NA,15.2,27,NA,802,"CO",2015,110,4,222.222222222222,0.800000000000001,67,0
111,2015-04-21,5.588,22.86,0,-7.38888888888889,10.8888888888889,1.22222222222222,6.1,NA,15.4,27,NA,802,"CO",2015,111,4,244.444444444444,-0.300000000000001,67,0
112,2015-04-22,4.572,22.86,0.254,-0.777777777777777,13.2777777777778,2.72222222222222,4.5,NA,16.5,27.6,NA,802,"CO",2015,112,4,200,-1.6,67,0
113,2015-04-23,3.556,17.78,0,-0.777777777777777,12.7777777777778,2.77777777777778,4.7,NA,17.3,27.9,NA,802,"CO",2015,113,4,200,0.2,67,0
114,2015-04-24,1.524,12.7,0,-2.5,8.88888888888889,2,5.4,NA,17.3,28.1,NA,802,"CO",2015,114,4,120,0.7,67,0
115,2015-04-25,0.762,7.62,0.762,2,8.61111111111111,2.11111111111111,7.6,NA,16.6,27.7,NA,802,"CO",2015,115,4,100,2.2,67,0
116,2015-04-26,1.016,5.08,0.254,-0.777777777777777,5.5,0.277777777777778,7.2,NA,16,27.6,NA,802,"CO",2015,116,4,200,-0.399999999999999,67,0
117,2015-04-27,1.27,7.62,0,-2.77777777777778,9.11111111111111,1.11111111111111,8.7,NA,16.3,27.7,NA,802,"CO",2015,117,4,166.666666666667,1.5,67,0
118,2015-04-28,0,0,0,-3.72222222222222,12.2222222222222,3,7.3,NA,16.8,27.8,NA,802,"CO",2015,118,4,NA,-1.4,67,0
119,2015-04-29,0,0,0,-1.61111111111111,16.2777777777778,5.72222222222222,9.7,NA,16,27.6,NA,802,"CO",2015,119,4,NA,2.4,67,0
120,2015-04-30,0,0,0,-1.5,17,7.5,9.2,NA,16,27.5,NA,802,"CO",2015,120,4,NA,-0.5,67,0
121,2015-05-01,0,0,0,0.999999999999998,15.1111111111111,5.77777777777778,8.9,NA,15.6,27.1,NA,802,"CO",2015,121,5,NA,-0.299999999999999,67,0
122,2015-05-02,0,0,0,-1.61111111111111,16.2777777777778,5.77777777777778,10.4,NA,15,26.9,NA,802,"CO",2015,122,5,NA,1.5,67,0
123,2015-05-03,0,0,0,-1.61111111111111,15.6111111111111,5.5,8.9,NA,14.8,26.7,NA,802,"CO",2015,123,5,NA,-1.5,67,0
124,2015-05-04,0,0,0,3.5,13.7222222222222,5.5,10.4,NA,14.8,26.5,NA,802,"CO",2015,124,5,NA,1.5,67,0
125,2015-05-05,0,0,0,3,13,6.88888888888889,10.4,NA,14.3,26.2,NA,802,"CO",2015,125,5,NA,0,67,0
126,2015-05-06,0,0,1.016,2,9,3,11,NA,14.5,26,NA,802,"CO",2015,126,5,NA,0.6,67,0
127,2015-05-07,0,0,0,-0.388888888888889,13.6111111111111,4,10.3,NA,15.3,26.4,NA,802,"CO",2015,127,5,NA,-0.699999999999999,67,0
128,2015-05-08,0,0,0.508,2.22222222222222,11.7777777777778,3.61111111111111,11.6,NA,15.1,26.6,NA,802,"CO",2015,128,5,NA,1.3,67,0
129,2015-05-09,0,0,1.778,0.277777777777778,6.88888888888889,0.499999999999999,10.5,NA,15.7,26.9,NA,802,"CO",2015,129,5,NA,-1.1,67,0
130,2015-05-10,0.762,12.7,0.508,-4.88888888888889,2.38888888888889,-2.72222222222222,10.5,NA,16,27.3,NA,802,"CO",2015,130,5,60,0,67,0
131,2015-05-11,0,0,0,-3.22222222222222,8.61111111111111,0.999999999999998,10.7,NA,16.4,27.5,NA,802,"CO",2015,131,5,NA,0.199999999999999,67,0
132,2015-05-12,0,0,0,-2.88888888888889,16.5,6.61111111111111,11.5,NA,16.6,27.7,NA,802,"CO",2015,132,5,NA,0.800000000000001,67,0
133,2015-05-13,0,0,0,2.77777777777778,10.2222222222222,4.38888888888889,12.4,NA,15.7,27.3,NA,802,"CO",2015,133,5,NA,0.9,67,0
134,2015-05-14,0,0,0,-0.88888888888889,14.7222222222222,6.77777777777778,10,NA,15.5,27,NA,802,"CO",2015,134,5,NA,-2.4,67,0
135,2015-05-15,0,0,0,2.61111111111111,9.77777777777778,2.38888888888889,12.6,NA,14.9,26.7,NA,802,"CO",2015,135,5,NA,2.6,67,0
136,2015-05-16,0,0,0.762,-5.27777777777778,9,0.388888888888891,10.5,NA,14.8,26.4,NA,802,"CO",2015,136,5,NA,-2.1,67,0
137,2015-05-17,0,0,0.762,-1,9.61111111111111,1.72222222222222,10.3,NA,14.5,26.2,NA,802,"CO",2015,137,5,NA,-0.199999999999999,67,0
138,2015-05-18,0,0,0.254,-0.611111111111112,14.1111111111111,5.5,8.7,NA,16.3,27.2,NA,802,"CO",2015,138,5,NA,-1.6,67,0
139,2015-05-19,0,0,0.254,1.38888888888889,8.61111111111111,2.5,12.3,NA,15.8,27.1,NA,802,"CO",2015,139,5,NA,3.6,67,0
140,2015-05-20,0,0,0,-0.277777777777778,11.7777777777778,4.38888888888889,10.1,NA,16.1,27.3,NA,802,"CO",2015,140,5,NA,-2.2,67,0
141,2015-05-21,0,0,0.254,1.77777777777778,12.8888888888889,5.61111111111111,11.1,NA,15.7,27,NA,802,"CO",2015,141,5,NA,1,67,0
142,2015-05-22,0,0,0.254,3.5,11.7777777777778,4,11.5,NA,15.2,26.7,NA,802,"CO",2015,142,5,NA,0.4,67,0
143,2015-05-23,0,0,0.254,0.999999999999998,9.5,2.27777777777778,11.4,NA,15.4,26.8,NA,802,"CO",2015,143,5,NA,-0.0999999999999996,67,0
144,2015-05-24,0,0,0.254,-3.11111111111111,11.1111111111111,2.11111111111111,13.3,NA,15.5,26.8,NA,802,"CO",2015,144,5,NA,1.9,67,0
145,2015-05-25,0,0,0,-0.277777777777778,9.61111111111111,3.72222222222222,14.5,NA,15.1,26.7,NA,802,"CO",2015,145,5,NA,1.2,67,0
146,2015-05-26,0,0,0,0.388888888888891,13.7777777777778,5.11111111111111,12.5,NA,14.9,26.5,NA,802,"CO",2015,146,5,NA,-2,67,0
147,2015-05-27,0,0,0,3.72222222222222,13.6111111111111,6.88888888888889,14.1,NA,14.8,26.4,NA,802,"CO",2015,147,5,NA,1.6,67,0
148,2015-05-28,0,0,0.254,1.27777777777778,14.6111111111111,4.77777777777778,14.3,NA,14.7,26.2,NA,802,"CO",2015,148,5,NA,0.200000000000001,67,0
149,2015-05-29,0,0,0,0.277777777777778,11.5,3.61111111111111,14.3,NA,14.5,26.1,NA,802,"CO",2015,149,5,NA,0,67,0
150,2015-05-30,0,0,0,-2,17.3888888888889,8.11111111111111,14.2,NA,14.6,26,NA,802,"CO",2015,150,5,NA,-0.100000000000001,67,0
151,2015-05-31,0,0,0,9.88888888888889,20.1111111111111,10.7222222222222,9.4,NA,14.5,25.9,NA,802,"CO",2015,151,5,NA,-4.8,67,0
152,2015-06-01,0,0,0,2.11111111111111,22.2222222222222,11.1111111111111,7.7,NA,14.5,25.8,NA,802,"CO",2015,152,6,NA,-1.7,67,0
153,2015-06-02,0,0,0,6,22,12.2222222222222,13,NA,14.3,25.6,NA,802,"CO",2015,153,6,NA,5.3,67,0
154,2015-06-03,0,0,0,2.38888888888889,22.5,12,12.1,NA,14.3,25.3,NA,802,"CO",2015,154,6,NA,-0.9,67,0
155,2015-06-04,0,0,0,1.38888888888889,22.6111111111111,12.7777777777778,11.1,NA,14,25.1,NA,802,"CO",2015,155,6,NA,-1,67,0
156,2015-06-05,0,0,0,9.61111111111111,19.5,10.6111111111111,10.3,NA,13.8,24.8,NA,802,"CO",2015,156,6,NA,-0.799999999999999,67,0
157,2015-06-06,0,0,0,1.77777777777778,16.1111111111111,7.61111111111111,9.6,NA,13.6,24.6,NA,802,"CO",2015,157,6,NA,-0.700000000000001,67,0
158,2015-06-07,0,0,0,0.611111111111112,18.7777777777778,8.22222222222222,9.5,NA,13.4,24.2,NA,802,"CO",2015,158,6,NA,-0.0999999999999996,67,0
159,2015-06-08,0,0,0,1.38888888888889,20.1111111111111,10.7222222222222,8.7,NA,13.1,23.9,NA,802,"CO",2015,159,6,NA,-0.800000000000001,67,0
