"X","date","swe","snow_depth","precip","airtemp","airtemp_max","airtemp_avg","soilm_p2","soilm_p4","soilm_p8","soilm_p20","soilm_p40","site_code","state","year","doy","month","density_calc","d_soilm_p2","peak_swe","sm_pulse_flag"
1,2015-01-01,23.622,93.98,0.254,-12.5,-7.61111111111111,-12.2222222222222,NA,NA,NA,NA,NA,505,"CO",2015,1,1,251.351351351351,0,144,0
2,2015-01-02,23.876,96.52,0,-16,-4.38888888888889,-13.1111111111111,NA,NA,NA,NA,NA,505,"CO",2015,2,1,247.368421052632,NA,144,0
3,2015-01-03,23.876,93.98,0.508,-13.7777777777778,-8.11111111111111,-12.6111111111111,NA,NA,NA,NA,NA,505,"CO",2015,3,1,254.054054054054,NA,144,0
4,2015-01-04,24.638,104.14,0.254,-18,-8.77777777777778,-12.3888888888889,NA,NA,NA,NA,NA,505,"CO",2015,4,1,236.585365853659,NA,144,0
5,2015-01-05,24.638,99.06,0.508,-10.6111111111111,0.499999999999999,-4.22222222222222,NA,NA,NA,NA,NA,505,"CO",2015,5,1,248.717948717949,NA,144,0
6,2015-01-06,24.638,96.52,0,-3.22222222222222,1.27777777777778,-2.5,NA,NA,NA,NA,NA,505,"CO",2015,6,1,255.263157894737,NA,144,0
7,2015-01-07,24.638,93.98,0,-3.5,2.5,-3.5,NA,NA,NA,NA,NA,505,"CO",2015,7,1,262.162162162162,NA,144,0
8,2015-01-08,24.638,93.98,0,-5.61111111111111,2.5,-3.5,NA,NA,NA,NA,NA,505,"CO",2015,8,1,262.162162162162,NA,144,0
9,2015-01-09,24.638,91.44,0,-6.72222222222222,1.11111111111111,-5.77777777777778,NA,NA,NA,NA,NA,505,"CO",2015,9,1,269.444444444444,NA,144,0
10,2015-01-10,24.638,88.9,0,-8.22222222222222,-0.611111111111112,-5.27777777777778,NA,NA,NA,NA,NA,505,"CO",2015,10,1,277.142857142857,NA,144,0
11,2015-01-11,24.638,88.9,0.254,-6.72222222222222,-3.22222222222222,-6.11111111111111,NA,NA,NA,NA,NA,505,"CO",2015,11,1,277.142857142857,NA,144,0
12,2015-01-12,25.4,96.52,0,-8.22222222222222,-4,-8.11111111111111,NA,NA,NA,NA,NA,505,"CO",2015,12,1,263.157894736842,NA,144,0
13,2015-01-13,25.4,96.52,0,-8.5,-3.38888888888889,-7.61111111111111,NA,NA,NA,NA,NA,505,"CO",2015,13,1,263.157894736842,NA,144,0
14,2015-01-14,25.4,93.98,0,-11.5,-2.27777777777778,-9.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,14,1,270.27027027027,NA,144,0
15,2015-01-15,25.4,91.44,0.254,-11.7222222222222,-0.222222222222221,-6.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,15,1,277.777777777778,NA,144,0
16,2015-01-16,25.654,88.9,0.254,-7.61111111111111,1.77777777777778,-4.22222222222222,NA,NA,NA,NA,NA,505,"CO",2015,16,1,288.571428571429,NA,144,0
17,2015-01-17,25.908,88.9,0,-6.88888888888889,-4.11111111111111,-9,NA,NA,NA,NA,NA,505,"CO",2015,17,1,291.428571428571,NA,144,0
18,2015-01-18,25.908,91.44,0.254,-5.61111111111111,1.61111111111111,-4.11111111111111,NA,NA,NA,NA,NA,505,"CO",2015,18,1,283.333333333333,NA,144,0
19,2015-01-19,25.908,93.98,0.508,-7.61111111111111,0,-4.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,19,1,275.675675675676,NA,144,0
20,2015-01-20,26.67,104.14,0.254,-8.11111111111111,-7.61111111111111,-10.6111111111111,NA,NA,NA,NA,NA,505,"CO",2015,20,1,256.09756097561,NA,144,0
21,2015-01-21,26.924,106.68,0.254,-11.3888888888889,-6,-14.2222222222222,NA,NA,NA,NA,NA,505,"CO",2015,21,1,252.380952380952,NA,144,0
22,2015-01-22,27.178,109.22,0,-21.1111111111111,-8.72222222222222,-16.8888888888889,NA,NA,NA,NA,NA,505,"CO",2015,22,1,248.837209302326,NA,144,0
23,2015-01-23,27.178,104.14,0,-16.5,-4.11111111111111,-11.1111111111111,NA,NA,NA,NA,NA,505,"CO",2015,23,1,260.975609756098,NA,144,0
24,2015-01-24,27.178,104.14,0,-13.2777777777778,-3.11111111111111,-7.77777777777778,NA,NA,NA,NA,NA,505,"CO",2015,24,1,260.975609756098,NA,144,0
25,2015-01-25,27.178,101.6,0.254,-6.72222222222222,-0.111111111111111,-4.61111111111111,NA,NA,NA,NA,NA,505,"CO",2015,25,1,267.5,NA,144,0
26,2015-01-26,27.178,101.6,0.254,-4.22222222222222,7.72222222222222,-0.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,26,1,267.5,NA,144,0
27,2015-01-27,27.178,101.6,0,-1.27777777777778,8.11111111111111,0.111111111111113,NA,NA,NA,NA,NA,505,"CO",2015,27,1,267.5,NA,144,0
28,2015-01-28,27.178,99.06,0,-5.61111111111111,-2.5,-4.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,28,1,274.358974358974,NA,144,0
29,2015-01-29,27.432,99.06,0,-6.38888888888889,1.61111111111111,-4.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,29,1,276.923076923077,NA,144,0
30,2015-01-30,27.432,99.06,0,-5.22222222222222,-0.388888888888889,-4.27777777777778,NA,NA,NA,NA,NA,505,"CO",2015,30,1,276.923076923077,NA,144,0
31,2015-01-31,27.432,99.06,0,-6.11111111111111,-2.72222222222222,-6.11111111111111,NA,NA,NA,NA,NA,505,"CO",2015,31,1,276.923076923077,NA,144,0
32,2015-02-01,27.686,99.06,0,-12.2222222222222,-8.27777777777778,-11.7222222222222,NA,NA,NA,NA,NA,505,"CO",2015,32,2,279.48717948718,NA,144,0
33,2015-02-02,27.686,99.06,0.254,-10.7222222222222,-4.22222222222222,-7.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,33,2,279.48717948718,NA,144,0
34,2015-02-03,27.94,99.06,0.508,-6.5,-0.722222222222223,-4.77777777777778,NA,NA,NA,NA,NA,505,"CO",2015,34,2,282.051282051282,NA,144,0
35,2015-02-04,28.448,106.68,2.54,-5.22222222222222,-3,-4.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,35,2,266.666666666667,NA,144,0
36,2015-02-05,31.242,129.54,0,-6.27777777777778,0.722222222222221,-4.61111111111111,NA,NA,NA,NA,NA,505,"CO",2015,36,2,241.176470588235,NA,144,0
37,2015-02-06,31.242,129.54,0,-4.5,5.5,-0.777777777777777,NA,NA,NA,NA,NA,505,"CO",2015,37,2,241.176470588235,NA,144,0
38,2015-02-07,31.242,121.92,0,-1.5,5.77777777777778,-0.777777777777777,NA,NA,NA,NA,NA,505,"CO",2015,38,2,256.25,NA,144,0
39,2015-02-08,31.242,121.92,0.254,-4.88888888888889,3.38888888888889,-1.77777777777778,NA,NA,NA,NA,NA,505,"CO",2015,39,2,256.25,NA,144,0
40,2015-02-09,31.242,119.38,0,-4.38888888888889,6.77777777777778,-0.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,40,2,261.702127659575,NA,144,0
41,2015-02-10,31.242,116.84,0,-2.77777777777778,-1.77777777777778,-4.38888888888889,NA,NA,NA,NA,NA,505,"CO",2015,41,2,267.391304347826,NA,144,0
42,2015-02-11,31.496,114.3,0,-7.22222222222222,-1.38888888888889,-6.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,42,2,275.555555555556,NA,144,0
43,2015-02-12,31.496,119.38,0,-9,1.22222222222222,-4.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,43,2,263.829787234043,NA,144,0
44,2015-02-13,31.496,116.84,0,-4.22222222222222,3.77777777777778,-2.5,NA,NA,NA,NA,NA,505,"CO",2015,44,2,269.565217391304,NA,144,0
45,2015-02-14,31.496,111.76,0,-4.72222222222222,7,-0.88888888888889,NA,NA,NA,NA,NA,505,"CO",2015,45,2,281.818181818182,NA,144,0
46,2015-02-15,31.496,109.22,0,-3,-0.277777777777778,-5.72222222222222,NA,NA,NA,NA,NA,505,"CO",2015,46,2,288.372093023256,NA,144,0
47,2015-02-16,32.004,116.84,0,-11.1111111111111,-6.61111111111111,-13.5,NA,NA,NA,NA,NA,505,"CO",2015,47,2,273.913043478261,NA,144,0
48,2015-02-17,32.258,119.38,0.508,-16.1111111111111,-9.5,-13.8888888888889,NA,NA,NA,NA,NA,505,"CO",2015,48,2,270.212765957447,NA,144,0
49,2015-02-18,32.512,121.92,0.254,-13.2777777777778,-1.5,-8,NA,NA,NA,NA,NA,505,"CO",2015,49,2,266.666666666667,NA,144,0
