station_name,year,band,orbit,orbit_direction,backscatter_DOY,backscatter_value
CO_485,2024,vv,56,descending,158,-12.148958
CO_485,2024,vh,56,descending,158,-20.464725
CO_485,2024,vv,151,ascending,69,-11.76654
CO_485,2024,vh,151,ascending,69,-18.716965
CO_485,2024,vv,151,ascending,81,-11.595928
CO_485,2024,vh,151,ascending,81,-18.723131
CO_485,2024,vv,151,ascending,93,-11.503574
CO_485,2024,vh,151,ascending,93,-18.093903
CO_485,2024,vv,151,ascending,105,-14.4556055
CO_485,2024,vh,151,ascending,105,-21.111849
CO_485,2024,vv,151,ascending,117,-15.700842
CO_485,2024,vh,151,ascending,117,-21.690662
CO_485,2024,vv,151,ascending,129,-14.310005
CO_485,2024,vh,151,ascending,129,-21.037418
CO_485,2024,vv,151,ascending,141,-15.801508
CO_485,2024,vh,151,ascending,141,-21.439777
CO_485,2024,vv,151,ascending,153,-13.92753
CO_485,2024,vh,151,ascending,153,-20.534874
CO_505,2015,vv,56,descending,1,-12.657891
CO_505,2015,vv,56,descending,49,-11.646376
CO_505,2015,vv,56,descending,61,-11.856415
CO_505,2015,vv,56,descending,85,-9.959689
CO_505,2015,vv,56,descending,133,-14.952635
CO_505,2015,vv,151,ascending,8,-12.236126
CO_505,2015,vv,151,ascending,32,-11.880573
CO_505,2015,vv,151,ascending,56,-11.964017
CO_505,2015,vv,151,ascending,80,-10.168907
CO_505,2015,vv,151,ascending,92,-12.593528
CO_505,2015,vh,151,ascending,92,-19.839169
CO_505,2015,vv,151,ascending,104,-13.936508
CO_505,2015,vv,151,ascending,128,-14.810055
CO_505,2015,vv,151,ascending,152,-13.981663
CO_505,2017,vv,56,descending,26,-12.469583
CO_505,2017,vv,56,descending,38,-12.479481
CO_505,2017,vv,56,descending,50,-12.164544
CO_505,2017,vh,56,descending,50,-17.71873
CO_505,2017,vv,56,descending,62,-11.719763
CO_505,2017,vh,56,descending,62,-17.58834
CO_505,2017,vv,56,descending,74,-11.073123
CO_505,2017,vh,56,descending,74,-17.814198
CO_505,2017,vv,56,descending,86,-13.579087
CO_505,2017,vh,56,descending,86,-20.196266
CO_505,2017,vv,56,descending,98,-12.9099455
CO_505,2017,vh,56,descending,98,-19.174011
CO_505,2017,vv,56,descending,110,-15.916456
CO_505,2017,vh,56,descending,110,-21.4763
CO_505,2017,vv,56,descending,122,-14.497778
CO_505,2017,vh,56,descending,122,-20.309027
CO_505,2017,vv,56,descending,134,-15.569917
CO_505,2017,vh,56,descending,134,-21.402153
CO_505,2017,vv,56,descending,146,-15.835218
CO_505,2017,vh,56,descending,146,-21.697596
CO_505,2017,vv,151,ascending,15,-11.280493
CO_505,2017,vh,151,ascending,15,-17.717226
CO_505,2017,vv,151,ascending,39,-11.302796
CO_505,2017,vh,151,ascending,39,-17.449121
CO_505,2017,vv,151,ascending,45,-12.310617
CO_505,2017,vh,151,ascending,45,-17.854315
CO_505,2017,vv,151,ascending,63,-11.618386
CO_505,2017,vh,151,ascending,63,-18.214735
CO_505,2017,vv,151,ascending,75,-10.387706
CO_505,2017,vh,151,ascending,75,-17.78636
CO_505,2017,vv,151,ascending,123,-13.148541
CO_505,2017,vh,151,ascending,123,-20.225513
CO_505,2017,vv,151,ascending,135,-13.939429
CO_505,2017,vh,151,ascending,135,-21.123095
CO_505,2017,vv,151,ascending,147,-15.226125
CO_505,2017,vh,151,ascending,147,-21.356262
CO_505,2018,vv,56,descending,45,-11.656895
CO_505,2018,vh,56,descending,45,-17.61197
CO_505,2018,vv,56,descending,57,-11.189147
CO_505,2018,vh,56,descending,57,-17.434637
CO_505,2018,vv,56,descending,69,-11.388764
CO_505,2018,vh,56,descending,69,-17.372593
CO_505,2018,vv,56,descending,81,-11.0828285
CO_505,2018,vh,56,descending,81,-16.902716
CO_505,2018,vv,56,descending,93,-10.730676
CO_505,2018,vh,56,descending,93,-17.59267
CO_505,2018,vv,56,descending,105,-11.039177
CO_505,2018,vh,56,descending,105,-17.85838
CO_505,2018,vv,56,descending,117,-12.885709
CO_505,2018,vh,56,descending,117,-20.1372
CO_505,2018,vv,56,descending,129,-14.044887
CO_505,2018,vh,56,descending,129,-20.869362
CO_505,2018,vv,151,ascending,82,-14.097887
CO_505,2018,vh,151,ascending,82,-20.003426
CO_505,2018,vv,151,ascending,94,-11.722421
CO_505,2018,vh,151,ascending,94,-18.719847
CO_505,2018,vv,151,ascending,106,-13.554372
CO_505,2018,vh,151,ascending,106,-19.864168
CO_505,2018,vv,151,ascending,118,-15.674189
CO_505,2018,vh,151,ascending,118,-21.10075
CO_505,2019,vv,56,descending,28,-11.644088
CO_505,2019,vh,56,descending,28,-17.73286
CO_505,2019,vv,56,descending,40,-11.4121685
CO_505,2019,vh,56,descending,40,-17.737507
CO_505,2019,vv,56,descending,52,-11.096034
CO_505,2019,vh,56,descending,52,-17.248756
CO_505,2019,vv,56,descending,64,-11.546168
CO_505,2019,vh,56,descending,64,-17.813995
CO_505,2019,vv,56,descending,76,-11.481108
CO_505,2019,vh,56,descending,76,-17.42928
CO_505,2019,vv,56,descending,88,-10.911693
CO_505,2019,vh,56,descending,88,-17.938572
CO_505,2019,vv,56,descending,100,-11.81642
CO_505,2019,vh,56,descending,100,-19.32138
CO_505,2019,vv,56,descending,112,-13.810481
CO_505,2019,vh,56,descending,112,-20.858967
CO_505,2019,vv,56,descending,124,-15.0111475
CO_505,2019,vh,56,descending,124,-21.559374
CO_505,2019,vv,56,descending,136,-15.959758
CO_505,2019,vh,56,descending,136,-21.754074
CO_505,2019,vv,56,descending,148,-14.800558
CO_505,2019,vh,56,descending,148,-21.909838
CO_505,2019,vv,151,ascending,137,-14.303934
CO_505,2019,vh,151,ascending,137,-20.852932
CO_505,2019,vv,151,ascending,149,-15.30857
CO_505,2019,vh,151,ascending,149,-21.64957
CO_505,2020,vv,56,descending,47,-11.716732
CO_505,2020,vh,56,descending,47,-18.033411
CO_505,2020,vv,56,descending,59,-11.225409
CO_505,2020,vh,56,descending,59,-17.439915
CO_505,2020,vv,56,descending,71,-11.544201
CO_505,2020,vh,56,descending,71,-17.325336
CO_505,2020,vv,56,descending,83,-10.84875
CO_505,2020,vh,56,descending,83,-17.105354
CO_505,2020,vv,56,descending,95,-11.231357
CO_505,2020,vh,56,descending,95,-17.980371
CO_505,2020,vv,56,descending,107,-10.765286
CO_505,2020,vh,56,descending,107,-17.436705
CO_505,2020,vv,56,descending,119,-13.224457
CO_505,2020,vh,56,descending,119,-20.270746
CO_505,2020,vv,56,descending,131,-13.490957
CO_505,2020,vh,56,descending,131,-20.715317
CO_505,2020,vv,151,ascending,60,-11.856043
CO_505,2020,vh,151,ascending,60,-17.818287
CO_505,2020,vv,151,ascending,72,-11.417387
CO_505,2020,vh,151,ascending,72,-18.41539
CO_505,2020,vv,151,ascending,96,-11.885271
CO_505,2020,vh,151,ascending,96,-18.02157
CO_505,2020,vv,151,ascending,108,-10.594188
CO_505,2020,vh,151,ascending,108,-17.434254
CO_505,2020,vv,151,ascending,120,-15.736884
CO_505,2020,vh,151,ascending,120,-20.975742
CO_505,2020,vv,151,ascending,132,-14.8420925
CO_505,2020,vh,151,ascending,132,-20.505306
CO_505,2021,vv,56,descending,41,-11.58185
CO_505,2021,vh,56,descending,41,-18.08925
CO_505,2021,vv,56,descending,53,-11.4288435
CO_505,2021,vh,56,descending,53,-17.512543
CO_505,2021,vv,56,descending,65,-11.484918
CO_505,2021,vh,56,descending,65,-18.22264
CO_505,2021,vv,56,descending,77,-10.551785
CO_505,2021,vh,56,descending,77,-17.556755
CO_505,2021,vv,56,descending,89,-10.618215
CO_505,2021,vh,56,descending,89,-17.255962
CO_505,2021,vv,56,descending,101,-10.076778
CO_505,2021,vh,56,descending,101,-17.149862
CO_505,2021,vv,56,descending,113,-9.135508
CO_505,2021,vh,56,descending,113,-16.730585
CO_505,2021,vv,56,descending,125,-15.396066
CO_505,2021,vh,56,descending,125,-21.52915
CO_505,2021,vv,56,descending,137,-13.786837
CO_505,2021,vh,56,descending,137,-20.157131
CO_505,2021,vv,151,ascending,42,-11.677027
CO_505,2021,vh,151,ascending,42,-17.838844
CO_505,2021,vv,151,ascending,54,-11.699319
CO_505,2021,vh,151,ascending,54,-18.060362
CO_505,2021,vv,151,ascending,66,-11.15226
CO_505,2021,vh,151,ascending,66,-18.059486
CO_505,2021,vv,151,ascending,78,-11.274051
CO_505,2021,vh,151,ascending,78,-17.756275
CO_505,2021,vv,151,ascending,90,-10.802908
CO_505,2021,vh,151,ascending,90,-17.529766
CO_505,2021,vv,151,ascending,102,-13.9291115
CO_505,2021,vh,151,ascending,102,-20.248466
CO_505,2021,vv,151,ascending,114,-9.45568
CO_505,2021,vh,151,ascending,114,-16.38517
CO_505,2021,vv,151,ascending,126,-14.343539
CO_505,2021,vh,151,ascending,126,-20.572033
CO_505,2021,vv,151,ascending,138,-14.0873375
CO_505,2021,vh,151,ascending,138,-19.702066
CO_505,2022,vv,56,descending,12,-11.782365
CO_505,2022,vh,56,descending,12,-17.904655
CO_505,2022,vv,56,descending,24,-11.714902
CO_505,2022,vh,56,descending,24,-17.901304
CO_505,2022,vv,56,descending,36,-11.305574
CO_505,2022,vh,56,descending,36,-18.72697
CO_505,2022,vv,56,descending,48,-11.383211
CO_505,2022,vh,56,descending,48,-17.876583
CO_505,2022,vv,56,descending,60,-11.9393835
CO_505,2022,vh,56,descending,60,-17.812965
CO_505,2022,vv,56,descending,72,-10.775131
CO_505,2022,vh,56,descending,72,-17.598341
CO_505,2022,vv,56,descending,84,-11.202382
CO_505,2022,vh,56,descending,84,-18.202305
CO_505,2022,vv,56,descending,96,-10.296336
CO_505,2022,vh,56,descending,96,-17.220665
CO_505,2022,vv,56,descending,108,-9.51959
CO_505,2022,vh,56,descending,108,-16.38559
CO_505,2022,vv,56,descending,120,-11.6774025
CO_505,2022,vh,56,descending,120,-18.814127
CO_505,2022,vv,56,descending,132,-14.468236
CO_505,2022,vh,56,descending,132,-20.520746
CO_505,2023,vv,56,descending,19,-11.130831
CO_505,2023,vh,56,descending,19,-17.67339
CO_505,2023,vv,56,descending,43,-11.636781
CO_505,2023,vh,56,descending,43,-18.471972
CO_505,2023,vv,56,descending,55,-11.721734
CO_505,2023,vh,56,descending,55,-18.13472
CO_505,2023,vv,56,descending,67,-11.29731
CO_505,2023,vh,56,descending,67,-17.766838
CO_505,2023,vv,56,descending,79,-11.465721
CO_505,2023,vh,56,descending,79,-17.688948
CO_505,2023,vv,56,descending,91,-11.000595
CO_505,2023,vh,56,descending,91,-17.723526
CO_505,2023,vv,56,descending,103,-11.981626
CO_505,2023,vh,56,descending,103,-18.815083
CO_505,2023,vv,56,descending,115,-10.738857
CO_505,2023,vh,56,descending,115,-17.083939
CO_505,2023,vv,56,descending,127,-14.114308
CO_505,2023,vh,56,descending,127,-21.36555
CO_505,2023,vv,56,descending,139,-15.557519
CO_505,2023,vh,56,descending,139,-20.728395
CO_505,2023,vv,151,ascending,26,-10.981931
CO_505,2023,vh,151,ascending,26,-17.58612
CO_505,2023,vv,151,ascending,38,-11.043401
CO_505,2023,vh,151,ascending,38,-18.14911
CO_505,2023,vv,151,ascending,50,-11.498443
CO_505,2023,vh,151,ascending,50,-17.996752
CO_505,2023,vv,151,ascending,62,-10.7319355
CO_505,2023,vh,151,ascending,62,-18.140322
CO_505,2023,vv,151,ascending,74,-11.657313
CO_505,2023,vh,151,ascending,74,-19.049412
CO_505,2023,vv,151,ascending,86,-11.264868
CO_505,2023,vh,151,ascending,86,-17.656395
CO_505,2023,vv,151,ascending,98,-11.195414
CO_505,2023,vh,151,ascending,98,-17.444658
CO_505,2023,vv,151,ascending,110,-11.172272
CO_505,2023,vh,151,ascending,110,-18.445724
CO_505,2023,vv,151,ascending,122,-15.045559
CO_505,2023,vh,151,ascending,122,-20.556496
CO_505,2023,vv,151,ascending,134,-14.808964
CO_505,2023,vh,151,ascending,134,-20.470713
CO_505,2024,vv,56,descending,38,-11.863073
CO_505,2024,vh,56,descending,38,-18.244835
CO_505,2024,vv,56,descending,50,-11.50846
CO_505,2024,vh,56,descending,50,-17.996927
CO_505,2024,vv,56,descending,62,-11.727181
CO_505,2024,vh,56,descending,62,-18.353851
CO_505,2024,vv,56,descending,74,-11.552322
CO_505,2024,vh,56,descending,74,-18.274233
CO_505,2024,vv,56,descending,86,-10.801857
CO_505,2024,vh,56,descending,86,-17.41327
CO_505,2024,vv,56,descending,98,-11.061889
CO_505,2024,vh,56,descending,98,-18.594286
CO_505,2024,vv,56,descending,110,-13.545639
CO_505,2024,vh,56,descending,110,-20.681154
CO_505,2024,vv,56,descending,122,-14.949038
CO_505,2024,vh,56,descending,122,-21.295372
CO_505,2024,vv,56,descending,134,-13.361267
CO_505,2024,vh,56,descending,134,-20.562538
CO_505,2024,vv,56,descending,146,-14.178154
CO_505,2024,vh,56,descending,146,-20.493042
CO_505,2024,vv,151,ascending,57,-11.650229
CO_505,2024,vh,151,ascending,57,-17.320267
CO_505,2024,vv,151,ascending,69,-11.531872
CO_505,2024,vh,151,ascending,69,-17.553974
CO_505,2024,vv,151,ascending,81,-10.496744
CO_505,2024,vh,151,ascending,81,-17.483606
CO_505,2024,vv,151,ascending,93,-10.826856
CO_505,2024,vh,151,ascending,93,-17.42059
CO_505,2024,vv,151,ascending,105,-14.29521
CO_505,2024,vh,151,ascending,105,-20.375332
CO_505,2024,vv,151,ascending,117,-15.322569
CO_505,2024,vh,151,ascending,117,-20.558933
CO_505,2024,vv,151,ascending,129,-12.432199
CO_505,2024,vh,151,ascending,129,-19.635035
CO_505,2024,vv,151,ascending,141,-15.49494
CO_505,2024,vh,151,ascending,141,-20.260456
CO_531,2015,vv,56,descending,49,-11.486731
CO_531,2015,vv,56,descending,61,-11.454601
CO_531,2015,vv,56,descending,85,-9.860341
CO_531,2015,vv,56,descending,133,-13.317009
CO_531,2015,vv,56,descending,157,-10.975767
CO_531,2015,vv,151,ascending,56,-10.409437
CO_531,2015,vv,151,ascending,80,-11.64256
CO_531,2015,vv,151,ascending,92,-11.424551
CO_531,2015,vh,151,ascending,92,-19.633524
CO_531,2015,vv,151,ascending,104,-11.168469
CO_531,2015,vv,151,ascending,128,-13.546123
CO_531,2015,vv,151,ascending,152,-12.620506
CO_531,2017,vv,56,descending,26,-13.122492
CO_531,2017,vv,56,descending,38,-13.375143
CO_531,2017,vv,56,descending,50,-12.749237
CO_531,2017,vh,56,descending,50,-19.002626
CO_531,2017,vv,56,descending,62,-12.899286
CO_531,2017,vh,56,descending,62,-19.049767
CO_531,2017,vv,56,descending,74,-11.780081
CO_531,2017,vh,56,descending,74,-17.698753
CO_531,2017,vv,56,descending,86,-12.029929
CO_531,2017,vh,56,descending,86,-18.606546
CO_531,2017,vv,56,descending,98,-11.961351
CO_531,2017,vh,56,descending,98,-17.88503
CO_531,2017,vv,56,descending,110,-12.940594
CO_531,2017,vh,56,descending,110,-19.300865
CO_531,2017,vv,56,descending,122,-11.867411
CO_531,2017,vh,56,descending,122,-17.852367
CO_531,2017,vv,56,descending,134,-13.24546
CO_531,2017,vh,56,descending,134,-18.759855
CO_531,2017,vv,56,descending,146,-13.17679
CO_531,2017,vh,56,descending,146,-19.105204
CO_531,2017,vv,151,ascending,15,-13.097688
CO_531,2017,vh,151,ascending,15,-20.525255
CO_531,2017,vv,151,ascending,39,-13.193499
CO_531,2017,vh,151,ascending,39,-20.85415
CO_531,2017,vv,151,ascending,45,-12.658808
CO_531,2017,vh,151,ascending,45,-19.724016
CO_531,2017,vv,151,ascending,63,-11.791679
CO_531,2017,vh,151,ascending,63,-20.084446
CO_531,2017,vv,151,ascending,75,-12.21859
CO_531,2017,vh,151,ascending,75,-20.009472
CO_531,2017,vv,151,ascending,123,-12.584265
CO_531,2017,vh,151,ascending,123,-20.531359
CO_531,2017,vv,151,ascending,135,-11.935152
CO_531,2017,vh,151,ascending,135,-19.121609
CO_531,2017,vv,151,ascending,147,-12.270857
CO_531,2017,vh,151,ascending,147,-19.31595
CO_531,2018,vv,56,descending,45,-12.686643
CO_531,2018,vh,56,descending,45,-18.792244
CO_531,2018,vv,56,descending,57,-12.5271845
CO_531,2018,vh,56,descending,57,-19.001865
CO_531,2018,vv,56,descending,69,-12.556465
CO_531,2018,vh,56,descending,69,-18.578094
CO_531,2018,vv,56,descending,81,-11.564598
CO_531,2018,vh,56,descending,81,-17.903214
CO_531,2018,vv,56,descending,93,-11.971769
CO_531,2018,vh,56,descending,93,-18.289543
CO_531,2018,vv,56,descending,105,-11.946987
CO_531,2018,vh,56,descending,105,-18.40303
CO_531,2018,vv,56,descending,117,-11.11691
CO_531,2018,vh,56,descending,117,-18.021633
CO_531,2018,vv,56,descending,129,-12.175731
CO_531,2018,vh,56,descending,129,-18.172163
CO_531,2018,vv,151,ascending,82,-11.685856
CO_531,2018,vh,151,ascending,82,-19.632853
CO_531,2018,vv,151,ascending,94,-11.49331
CO_531,2018,vh,151,ascending,94,-19.443335
CO_531,2018,vv,151,ascending,106,-12.5094595
CO_531,2018,vh,151,ascending,106,-19.755257
CO_531,2018,vv,151,ascending,118,-13.859713
CO_531,2018,vh,151,ascending,118,-20.505512
CO_531,2019,vv,56,descending,28,-12.20118
CO_531,2019,vh,56,descending,28,-18.063154
CO_531,2019,vv,56,descending,40,-12.236763
CO_531,2019,vh,56,descending,40,-18.32484
CO_531,2019,vv,56,descending,52,-11.729116
CO_531,2019,vh,56,descending,52,-18.039726
CO_531,2019,vv,56,descending,64,-11.632368
CO_531,2019,vh,56,descending,64,-18.307245
CO_531,2019,vv,56,descending,76,-12.255075
CO_531,2019,vh,56,descending,76,-17.354744
CO_531,2019,vv,56,descending,88,-11.23843
CO_531,2019,vh,56,descending,88,-17.2359
CO_531,2019,vv,56,descending,100,-11.932901
CO_531,2019,vh,56,descending,100,-18.821602
CO_531,2019,vv,56,descending,112,-12.718908
CO_531,2019,vh,56,descending,112,-19.133781
CO_531,2019,vv,56,descending,124,-14.41104
CO_531,2019,vh,56,descending,124,-20.364286
CO_531,2019,vv,56,descending,136,-14.423479
CO_531,2019,vh,56,descending,136,-20.067211
CO_531,2019,vv,56,descending,148,-13.47191
CO_531,2019,vh,56,descending,148,-20.018284
CO_531,2019,vv,56,descending,160,-13.604542
CO_531,2019,vh,56,descending,160,-19.851215
CO_531,2019,vv,151,ascending,137,-14.604336
CO_531,2019,vh,151,ascending,137,-21.225044
CO_531,2019,vv,151,ascending,149,-15.176268
CO_531,2019,vh,151,ascending,149,-21.597733
CO_531,2019,vv,151,ascending,161,-11.595401
CO_531,2019,vh,151,ascending,161,-19.927256
CO_531,2020,vv,56,descending,23,-12.428062
CO_531,2020,vh,56,descending,23,-18.665903
CO_531,2020,vv,56,descending,35,-11.897268
CO_531,2020,vh,56,descending,35,-18.319185
CO_531,2020,vv,56,descending,47,-12.403236
CO_531,2020,vh,56,descending,47,-18.809084
CO_531,2020,vv,56,descending,59,-12.5631275
CO_531,2020,vh,56,descending,59,-18.602127
CO_531,2020,vv,56,descending,71,-11.602287
CO_531,2020,vh,56,descending,71,-18.168938
CO_531,2020,vv,56,descending,83,-11.235572
CO_531,2020,vh,56,descending,83,-17.512573
CO_531,2020,vv,56,descending,95,-11.075715
CO_531,2020,vh,56,descending,95,-17.028992
CO_531,2020,vv,56,descending,107,-10.852682
CO_531,2020,vh,56,descending,107,-17.497643
CO_531,2020,vv,56,descending,119,-13.044052
CO_531,2020,vh,56,descending,119,-19.34013
CO_531,2020,vv,56,descending,131,-12.05948
CO_531,2020,vh,56,descending,131,-18.647602
CO_531,2020,vv,151,ascending,24,-12.015589
CO_531,2020,vh,151,ascending,24,-19.742897
CO_531,2020,vv,151,ascending,60,-11.627221
CO_531,2020,vh,151,ascending,60,-19.456879
CO_531,2020,vv,151,ascending,72,-10.763161
CO_531,2020,vh,151,ascending,72,-18.35274
CO_531,2020,vv,151,ascending,96,-11.303648
CO_531,2020,vh,151,ascending,96,-18.641832
CO_531,2020,vv,151,ascending,108,-9.905743
CO_531,2020,vh,151,ascending,108,-17.727676
CO_531,2020,vv,151,ascending,120,-14.617686
CO_531,2020,vh,151,ascending,120,-21.493902
CO_531,2020,vv,151,ascending,132,-12.065844
CO_531,2020,vh,151,ascending,132,-19.891808
CO_531,2021,vv,56,descending,41,-12.644617
CO_531,2021,vh,56,descending,41,-19.501328
CO_531,2021,vv,56,descending,53,-12.437774
CO_531,2021,vh,56,descending,53,-18.571247
CO_531,2021,vv,56,descending,65,-12.281631
CO_531,2021,vh,56,descending,65,-19.0074
CO_531,2021,vv,56,descending,77,-11.820531
CO_531,2021,vh,56,descending,77,-17.86641
CO_531,2021,vv,56,descending,89,-11.580325
CO_531,2021,vh,56,descending,89,-17.805141
CO_531,2021,vv,56,descending,101,-10.9935665
CO_531,2021,vh,56,descending,101,-18.007744
CO_531,2021,vv,56,descending,113,-10.471281
CO_531,2021,vh,56,descending,113,-17.240755
CO_531,2021,vv,56,descending,125,-13.402463
CO_531,2021,vh,56,descending,125,-19.963121
CO_531,2021,vv,56,descending,137,-12.746449
CO_531,2021,vh,56,descending,137,-19.124485
CO_531,2021,vv,151,ascending,42,-12.078049
CO_531,2021,vh,151,ascending,42,-19.870691
CO_531,2021,vv,151,ascending,54,-11.919947
CO_531,2021,vh,151,ascending,54,-19.729664
CO_531,2021,vv,151,ascending,66,-10.979488
CO_531,2021,vh,151,ascending,66,-18.383871
CO_531,2021,vv,151,ascending,78,-11.182318
CO_531,2021,vh,151,ascending,78,-19.029255
CO_531,2021,vv,151,ascending,90,-10.522727
CO_531,2021,vh,151,ascending,90,-17.860407
CO_531,2021,vv,151,ascending,102,-12.702934
CO_531,2021,vh,151,ascending,102,-20.171072
CO_531,2021,vv,151,ascending,114,-9.199329
CO_531,2021,vh,151,ascending,114,-16.857897
CO_531,2021,vv,151,ascending,126,-13.347734
CO_531,2021,vh,151,ascending,126,-20.399763
CO_531,2021,vv,151,ascending,138,-12.265449
CO_531,2021,vh,151,ascending,138,-20.043222
CO_531,2022,vv,56,descending,12,-13.023575
CO_531,2022,vh,56,descending,12,-19.352415
CO_531,2022,vv,56,descending,24,-12.961148
CO_531,2022,vh,56,descending,24,-19.199564
CO_531,2022,vv,56,descending,36,-12.788792
CO_531,2022,vh,56,descending,36,-19.348667
CO_531,2022,vv,56,descending,48,-12.619751
CO_531,2022,vh,56,descending,48,-18.929077
CO_531,2022,vv,56,descending,60,-12.38673
CO_531,2022,vh,56,descending,60,-18.801619
CO_531,2022,vv,56,descending,72,-11.695546
CO_531,2022,vh,56,descending,72,-18.266726
CO_531,2022,vv,56,descending,84,-11.451456
CO_531,2022,vh,56,descending,84,-17.509659
CO_531,2022,vv,56,descending,96,-10.144883
CO_531,2022,vh,56,descending,96,-16.72504
CO_531,2022,vv,56,descending,108,-9.895264
CO_531,2022,vh,56,descending,108,-16.41214
CO_531,2022,vv,56,descending,120,-10.638703
CO_531,2022,vh,56,descending,120,-17.326704
CO_531,2022,vv,56,descending,132,-11.067867
CO_531,2022,vh,56,descending,132,-17.718998
CO_531,2023,vv,56,descending,43,-12.2602215
CO_531,2023,vh,56,descending,43,-18.941578
CO_531,2023,vv,56,descending,55,-11.903581
CO_531,2023,vh,56,descending,55,-18.49242
CO_531,2023,vv,56,descending,67,-12.410563
CO_531,2023,vh,56,descending,67,-18.530693
CO_531,2023,vv,56,descending,79,-11.862798
CO_531,2023,vh,56,descending,79,-18.360222
CO_531,2023,vv,56,descending,91,-11.586677
CO_531,2023,vh,56,descending,91,-18.169222
CO_531,2023,vv,56,descending,103,-11.723383
CO_531,2023,vh,56,descending,103,-17.918158
CO_531,2023,vv,56,descending,115,-11.601452
CO_531,2023,vh,56,descending,115,-18.412712
CO_531,2023,vv,56,descending,127,-12.391798
CO_531,2023,vh,56,descending,127,-18.86359
CO_531,2023,vv,56,descending,139,-11.739921
CO_531,2023,vh,56,descending,139,-17.521053
CO_531,2023,vv,151,ascending,38,-12.088777
CO_531,2023,vh,151,ascending,38,-20.184048
CO_531,2023,vv,151,ascending,50,-12.865307
CO_531,2023,vh,151,ascending,50,-20.20231
CO_531,2023,vv,151,ascending,62,-12.068781
CO_531,2023,vh,151,ascending,62,-19.831095
CO_531,2023,vv,151,ascending,74,-12.306618
CO_531,2023,vh,151,ascending,74,-19.928524
CO_531,2023,vv,151,ascending,86,-11.746711
CO_531,2023,vh,151,ascending,86,-19.080435
CO_531,2023,vv,151,ascending,98,-10.774127
CO_531,2023,vh,151,ascending,98,-18.67775
CO_531,2023,vv,151,ascending,110,-11.499111
CO_531,2023,vh,151,ascending,110,-19.79404
CO_531,2023,vv,151,ascending,122,-12.938805
CO_531,2023,vh,151,ascending,122,-20.117012
CO_531,2023,vv,151,ascending,134,-12.415188
CO_531,2023,vh,151,ascending,134,-19.342224
CO_531,2023,vv,151,ascending,146,-10.104484
CO_531,2023,vh,151,ascending,146,-17.730211
CO_531,2024,vv,56,descending,50,-11.9980755
CO_531,2024,vh,56,descending,50,-17.7958
CO_531,2024,vv,56,descending,62,-12.2121525
CO_531,2024,vh,56,descending,62,-18.142445
CO_531,2024,vv,56,descending,74,-11.073251
CO_531,2024,vh,56,descending,74,-17.509329
CO_531,2024,vv,56,descending,86,-10.782269
CO_531,2024,vh,56,descending,86,-16.658407
CO_531,2024,vv,56,descending,98,-10.264742
CO_531,2024,vh,56,descending,98,-16.57748
CO_531,2024,vv,56,descending,110,-10.928508
CO_531,2024,vh,56,descending,110,-17.437832
CO_531,2024,vv,56,descending,122,-12.989527
CO_531,2024,vh,56,descending,122,-19.59401
CO_531,2024,vv,56,descending,134,-11.607122
CO_531,2024,vh,56,descending,134,-17.919289
CO_531,2024,vv,56,descending,146,-12.186889
CO_531,2024,vh,56,descending,146,-18.549973
CO_531,2024,vv,151,ascending,57,-12.187445
CO_531,2024,vh,151,ascending,57,-19.49436
CO_531,2024,vv,151,ascending,69,-11.5380745
CO_531,2024,vh,151,ascending,69,-19.296759
CO_531,2024,vv,151,ascending,81,-10.369104
CO_531,2024,vh,151,ascending,81,-18.102505
CO_531,2024,vv,151,ascending,93,-10.805663
CO_531,2024,vh,151,ascending,93,-18.58076
CO_531,2024,vv,151,ascending,105,-14.178709
CO_531,2024,vh,151,ascending,105,-20.660437
CO_531,2024,vv,151,ascending,117,-14.151598
CO_531,2024,vh,151,ascending,117,-21.107635
CO_531,2024,vv,151,ascending,129,-11.30869
CO_531,2024,vh,151,ascending,129,-19.513544
CO_531,2024,vv,151,ascending,141,-13.886142
CO_531,2024,vh,151,ascending,141,-20.406067
CO_531,2024,vv,151,ascending,153,-10.754232
CO_531,2024,vh,151,ascending,153,-18.593771
CO_802,2015,vv,56,descending,1,-10.959014
CO_802,2015,vv,56,descending,49,-10.1429825
CO_802,2015,vv,56,descending,61,-10.2308035
CO_802,2015,vv,56,descending,85,-10.826698
CO_802,2015,vv,151,ascending,8,-11.518655
CO_802,2015,vv,151,ascending,32,-11.044823
CO_802,2015,vv,151,ascending,56,-10.46959
CO_802,2015,vv,151,ascending,80,-10.523745
CO_802,2015,vv,151,ascending,92,-10.2760935
CO_802,2015,vh,151,ascending,92,-15.679999
CO_802,2017,vv,56,descending,26,-10.8239975
CO_802,2017,vv,56,descending,38,-10.971008
CO_802,2017,vv,56,descending,50,-10.798141
CO_802,2017,vh,56,descending,50,-17.417988
CO_802,2017,vv,56,descending,62,-9.263977
CO_802,2017,vh,56,descending,62,-16.089539
CO_802,2017,vv,56,descending,74,-10.604177
CO_802,2017,vh,56,descending,74,-17.301043
CO_802,2017,vv,56,descending,86,-13.133116
CO_802,2017,vh,56,descending,86,-19.482683
CO_802,2017,vv,56,descending,98,-12.014628
CO_802,2017,vh,56,descending,98,-17.175766
CO_802,2017,vv,151,ascending,15,-11.093868
